Unnamed: 0,Price,Address,Surface,chambres,toilettes,Surface_per_room,Year_of_Construction,State
1756,2200000,Centre,155,3,2,51.66666667,construction neuve,Luxe
1757,2600000,Centre,155,3,2,51.66666667,construction neuve,Luxe
1758,3059000,Iberie,176,3,2,58.66666667,construction neuve,Luxe
1759,1776000,Marchane,170,3,2,56.66666667,construction neuve,Luxe
1760,2907000,Iberie,153,3,2,51,construction neuve,Luxe
1761,1620000,Centre,97,2,1,48.5,construction neuve,Luxe
1762,2346000,Centre,138,3,2,46,construction neuve,Luxe
1763,2487800,Centre,194,3,2,64.66666667,construction neuve,Luxe
1764,790000,Moujahidine,79,2,1,39.5,moins de 5 ans,normal
1765,1150000,Iberie,93,2,1,46.5,moins de 5 ans,normal
1767,3800000,Iberie,229,3,2,76.33333333,construction neuve,Luxe
1768,1450000,Centre,163,3,2,54.33333333,moins de 5 ans,normal
1769,1400000,Branes 2,100,2,1,50,moins de 5 ans,normal
1770,1460000,Centre,163,3,2,54.33333333,construction neuve,Luxe
1771,980000,Tanja Balia,82,2,1,41,moins de 5 ans,normal
1772,690000,Moujahidine,66,2,1,33,moins de 5 ans,normal
1773,760000,Moujahidine,87,2,1,43.5,moins de 5 ans,normal
1774,2900000,Malabata,170,3,2,56.66666667,construction neuve,Luxe
1775,1500000,Centre,67,2,1,33.5,construction neuve,Luxe
1776,1080000,Tanja Balia,90,2,1,45,moins de 5 ans,normal
1777,2485000,Iberie,113,3,2,37.66666667,construction neuve,Luxe
1778,2300000,Centre,115,3,2,38.33333333,construction neuve,Luxe
1779,1800000,Centre,124,3,2,41.33333333,construction neuve,Luxe
1780,1280000,Centre,70,2,1,35,moins de 5 ans,normal
1781,720000,Centre,84,2,1,42,moins de 5 ans,normal
1782,980000,Malabata,82,2,1,41,moins de 5 ans,normal
1783,1426000,Malabata,124,3,2,41.33333333,moins de 5 ans,normal
1784,580000,Bir Chifa,65,2,1,32.5,moins de 5 ans,normal
1785,1320000,Moujahidine,95,2,1,47.5,moins de 5 ans,normal
1786,1080000,Centre,103,3,2,34.33333333,moins de 5 ans,normal
1787,984000,Malabata,82,2,1,41,moins de 5 ans,normal
1788,900000,Moujahidine,79,2,1,39.5,moins de 5 ans,normal
1789,1400000,Malabata,92,2,1,46,moins de 5 ans,normal
1790,1180000,Ahlane,100,2,1,50,moins de 5 ans,normal
1791,490000,Mesnana,66,2,1,33,plus de 5 ans,simple
1792,900000,Ben Dibane,147,3,2,49,moins de 5 ans,normal
1793,650000,Tanja Balia,60,2,1,30,moins de 5 ans,normal
1794,1350000,Jirrari,60,2,1,30,moins de 5 ans,normal
1795,984000,Centre,82,2,1,41,moins de 5 ans,normal
1796,984000,Malabata,82,2,1,41,moins de 5 ans,normal
1798,1950000,Iberie,92,2,1,46,construction neuve,Luxe
1799,1104000,Malabata,96,2,1,48,moins de 5 ans,normal
1800,1207500,Malabata,105,3,2,35,moins de 5 ans,normal
1801,943000,Malabata,82,2,1,41,moins de 5 ans,normal
1802,1495000,Malabata,130,3,2,43.33333333,construction neuve,Luxe
1803,940000,Centre,82,2,1,41,moins de 5 ans,normal
1804,1250000,Malabata,55,2,1,27.5,moins de 5 ans,normal
1805,1322500,Centre,115,3,2,38.33333333,moins de 5 ans,normal
1806,1196000,Malabata,104,3,2,34.66666667,moins de 5 ans,normal
1807,1139000,Malabata,99,2,1,49.5,moins de 5 ans,normal
1808,1198000,Malabata,104,3,2,34.66666667,moins de 5 ans,normal
1809,1668000,Centre,139,3,2,46.33333333,construction neuve,Luxe
1810,600000,Val Fleuri,90,2,1,45,moins de 5 ans,normal
1811,1219000,Malabata,106,3,2,35.33333333,moins de 5 ans,normal
1812,1196000,Centre,104,3,2,34.66666667,moins de 5 ans,normal
1813,1850000,Centre,125,3,2,41.66666667,construction neuve,Luxe
1814,650000,Mesnana,88,2,1,44,moins de 5 ans,normal
1815,430000,Mghogha,67,2,1,33.5,plus de 5 ans,simple
1816,930000,Branes 2,101,3,2,33.66666667,moins de 5 ans,normal
1817,960000,Val Fleuri,115,3,2,38.33333333,moins de 5 ans,normal
1818,950000,Val Fleuri,115,3,2,38.33333333,moins de 5 ans,normal
1819,800000,Val Fleuri,74,2,1,37,moins de 5 ans,normal
1820,1450000,Centre,124,3,2,41.33333333,moins de 5 ans,normal
1821,943000,Centre,82,2,1,41,moins de 5 ans,normal
1822,1720000,Centre,135,3,2,45,construction neuve,Luxe
1823,920000,Tanja Balia,77,2,1,38.5,moins de 5 ans,normal
1824,1020000,Malabata,100,2,1,50,moins de 5 ans,normal
1825,1127000,Malabata,98,2,1,49,moins de 5 ans,normal
1826,790000,Ben Dibane,79,2,1,39.5,moins de 5 ans,normal
1828,1050000,Centre,94,2,1,47,moins de 5 ans,normal
1829,350000,Mghogha,50,2,1,25,plus de 5 ans,simple
1830,1170000,Malabata,102,3,2,34,moins de 5 ans,normal
1831,1092500,Malabata,95,2,1,47.5,moins de 5 ans,normal
1832,370000,Centre,50,2,1,25,plus de 5 ans,simple
1833,2300000,Castilla,205,3,2,68.33333333,construction neuve,Luxe
1834,3100000,Val Fleuri,231,3,2,77,construction neuve,Luxe
1835,1495000,Malabata,130,3,2,43.33333333,construction neuve,Luxe
1836,1850000,Centre,230,3,2,76.66666667,construction neuve,Luxe
1837,3000000,Malabata,129,3,2,43,construction neuve,Luxe
1838,1550000,Centre,105,3,2,35,construction neuve,Luxe
1839,3396000,Malabata,134,3,2,44.66666667,construction neuve,Luxe
1840,1242000,Malabata,108,3,2,36,moins de 5 ans,normal
1841,2470000,Malabata,130,3,2,43.33333333,construction neuve,Luxe
1842,1403000,Malabata,128,3,2,42.66666667,moins de 5 ans,normal
1843,1115500,Malabata,97,2,1,48.5,moins de 5 ans,normal
1844,1437500,Malabata,125,3,2,41.66666667,moins de 5 ans,normal
1845,1184500,Centre,103,3,2,34.33333333,moins de 5 ans,normal
1846,680000,Souani,80,2,1,40,moins de 5 ans,normal
1847,2771000,Marchane,163,3,2,54.33333333,construction neuve,Luxe
1848,550000,Centre,62,2,1,31,plus de 5 ans,simple
1849,2600000,Val Fleuri,235,3,2,78.33333333,construction neuve,Luxe
1850,2400000,Centre,137,3,2,45.66666667,construction neuve,Luxe
1851,1207500,Centre,105,3,2,35,moins de 5 ans,normal
1852,3600000,Centre,250,3,2,83.33333333,construction neuve,Luxe
1853,920000,Tanja Balia,80,2,1,40,moins de 5 ans,normal
1854,2150000,Malabata,118,3,2,39.33333333,construction neuve,Luxe
1855,1400000,Centre,127,3,2,42.33333333,moins de 5 ans,normal
1856,1150000,Centre,80,2,1,40,moins de 5 ans,normal
1857,1850000,Malabata,96,2,1,48,construction neuve,Luxe
1858,1104000,Centre,96,2,1,48,moins de 5 ans,normal
1859,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
1860,931500,Malabata,81,2,1,40.5,moins de 5 ans,normal
1861,440000,Malabata,54,2,1,27,plus de 5 ans,simple
1862,900000,Branes 1,79,2,1,39.5,moins de 5 ans,normal
1863,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
1864,820000,Mesnana,111,3,2,37,moins de 5 ans,normal
1865,1000000,Moujahidine,90,2,1,45,moins de 5 ans,normal
1866,1800000,Castilla,143,3,2,47.66666667,construction neuve,Luxe
1867,440000,Centre,54,2,1,27,plus de 5 ans,simple
1868,640000,Moujahidine,64,2,1,32,moins de 5 ans,normal
1869,2200000,Castilla,207,3,2,69,construction neuve,Luxe
1870,300000,Achakar,60,2,1,30,plus de 5 ans,simple
1871,1437500,Val Fleuri,125,3,2,41.66666667,moins de 5 ans,normal
1872,931500,Castilla,81,2,1,40.5,moins de 5 ans,normal
1873,1340000,Centre,106,3,2,35.33333333,moins de 5 ans,normal
1874,1419000,Branes 2,145,3,2,48.33333333,moins de 5 ans,normal
1875,1320000,Centre,115,3,2,38.33333333,moins de 5 ans,normal
1876,977500,Malabata,85,2,1,42.5,moins de 5 ans,normal
1877,1426000,Centre,124,3,2,41.33333333,moins de 5 ans,normal
1878,1380000,Centre,120,3,2,40,moins de 5 ans,normal
1879,1100000,Malabata,96,2,1,48,moins de 5 ans,normal
1880,440000,Centre,54,2,1,27,plus de 5 ans,simple
1881,940000,Ahlane,86,2,1,43,moins de 5 ans,normal
1882,1450000,Ahlane,108,3,2,36,moins de 5 ans,normal
1883,1350000,Centre,112,3,2,37.33333333,moins de 5 ans,normal
1884,1100000,Moujahidine,98,2,1,49,moins de 5 ans,normal
1885,440000,Malabata,54,2,1,27,plus de 5 ans,simple
1886,1138500,Centre,99,2,1,49.5,moins de 5 ans,normal
1887,450000,Malabata,54,2,1,27,plus de 5 ans,simple
1888,1380000,Malabata,120,3,2,40,moins de 5 ans,normal
1889,1207500,Malabata,105,3,2,35,moins de 5 ans,normal
1890,1104000,Malabata,96,2,1,48,moins de 5 ans,normal
1891,931500,Centre,81,2,1,40.5,moins de 5 ans,normal
1892,954500,Malabata,83,2,1,41.5,moins de 5 ans,normal
1893,450000,Malabata,54,2,1,27,plus de 5 ans,simple
1894,1138500,Malabata,99,2,1,49.5,moins de 5 ans,normal
1895,930000,Malabata,81,2,1,40.5,moins de 5 ans,normal
1896,1104000,Malabata,96,2,1,48,moins de 5 ans,normal
1897,600000,Tanja Balia,68,2,1,34,moins de 5 ans,normal
1898,450000,Centre,54,2,1,27,plus de 5 ans,simple
1899,930000,Tanja Balia,81,2,1,40.5,moins de 5 ans,normal
1900,1656000,Malabata,144,3,2,48,construction neuve,Luxe
1901,1050000,Casabarata,96,2,1,48,moins de 5 ans,normal
1902,590000,Tanja Balia,66,2,1,33,moins de 5 ans,normal
1903,1080000,Tanja Balia,90,2,1,45,moins de 5 ans,normal
1904,3200000,Centre,150,3,2,50,construction neuve,Luxe
1905,1800000,Centre,89,2,1,44.5,construction neuve,Luxe
1906,2150000,Centre,136,3,2,45.33333333,construction neuve,Luxe
1907,840000,Tanja Balia,70,2,1,35,moins de 5 ans,normal
1908,1625000,Centre,125,3,2,41.66666667,construction neuve,Luxe
1909,920000,Malabata,80,2,1,40,moins de 5 ans,normal
1910,1104000,Malabata,96,2,1,48,moins de 5 ans,normal
1911,2196000,Castilla,183,3,2,61,construction neuve,Luxe
1912,2600000,Rmilat,145,3,2,48.33333333,construction neuve,Luxe
1913,2300000,Centre,185,3,2,61.66666667,construction neuve,Luxe
1914,1600000,Castilla,152,3,2,50.66666667,construction neuve,Luxe
1915,1421000,Centre,58,2,1,29,moins de 5 ans,normal
1916,850000,Moujahidine,86,2,1,43,moins de 5 ans,normal
1917,450000,Malabata,55,2,1,27.5,plus de 5 ans,simple
1918,1150000,Ahlane,80,2,1,40,moins de 5 ans,normal
1919,4000000,Jbel Kbir,189,3,2,63,construction neuve,Luxe
1920,1800000,Iberie,147,3,2,49,construction neuve,Luxe
1921,700000,Val Fleuri,50,2,1,25,moins de 5 ans,normal
1922,670000,Tanja Balia,60,2,1,30,moins de 5 ans,normal
1923,1104000,Malabata,96,2,1,48,moins de 5 ans,normal
1924,931500,Malabata,81,2,1,40.5,moins de 5 ans,normal
1925,2500000,Iberie,128,3,2,42.66666667,construction neuve,Luxe
1926,1280000,Centre,125,3,2,41.66666667,moins de 5 ans,normal
1927,1650000,Centre,53,2,1,26.5,construction neuve,Luxe
1928,210000,Mghogha,58,2,1,29,plus de 5 ans,simple
1929,1800000,Castilla,143,3,2,47.66666667,construction neuve,Luxe
1930,900000,Malabata,79,2,1,39.5,moins de 5 ans,normal
1931,1350000,Centre,112,3,2,37.33333333,moins de 5 ans,normal
1932,450000,Malabata,56,2,1,28,plus de 5 ans,simple
1933,920000,Malabata,80,2,1,40,moins de 5 ans,normal
1934,1080000,Tanja Balia,94,2,1,47,moins de 5 ans,normal
1935,900000,Malabata,80,2,1,40,moins de 5 ans,normal
1936,920000,Tanja Balia,80,2,1,40,moins de 5 ans,normal
1937,1115000,Malabata,97,2,1,48.5,moins de 5 ans,normal
1938,2100000,Centre,150,3,2,50,construction neuve,Luxe
1939,3700000,Iberie,232,3,2,77.33333333,construction neuve,Luxe
1940,2400000,Malabata,206,3,2,68.66666667,construction neuve,Luxe
1941,3100000,Malabata,143,3,2,47.66666667,construction neuve,Luxe
1942,2900000,Malabata,145,3,2,48.33333333,construction neuve,Luxe
1943,1000000,Mesnana,80,2,1,40,moins de 5 ans,normal
1944,2150000,Iberie,125,3,2,41.66666667,construction neuve,Luxe
1945,1150000,Centre,82,2,1,41,moins de 5 ans,normal
1946,1300000,Drissia,93,2,1,46.5,moins de 5 ans,normal
1947,450000,Centre,55,2,1,27.5,plus de 5 ans,simple
1948,1200000,Centre,100,2,1,50,moins de 5 ans,normal
1949,1350000,Castilla,113,3,2,37.66666667,moins de 5 ans,normal
1950,650000,Rmilat,93,2,1,46.5,moins de 5 ans,normal
1951,960000,Malabata,80,2,1,40,moins de 5 ans,normal
1952,850000,Moujahidine,95,2,1,47.5,moins de 5 ans,normal
1953,594000,Tanja Balia,66,2,1,33,moins de 5 ans,normal
1954,1248000,Malabata,104,3,2,34.66666667,moins de 5 ans,normal
1955,948000,Malabata,79,2,1,39.5,moins de 5 ans,normal
1956,1188000,Centre,99,2,1,49.5,moins de 5 ans,normal
1957,1184500,Centre,103,3,2,34.33333333,moins de 5 ans,normal
1958,1440000,Centre,120,3,2,40,moins de 5 ans,normal
1959,1380000,Tanja Balia,115,3,2,38.33333333,moins de 5 ans,normal
1960,1260000,Centre,105,3,2,35,moins de 5 ans,normal
1961,1176000,Centre,98,2,1,49,moins de 5 ans,normal
1962,1152000,Malabata,96,2,1,48,moins de 5 ans,normal
1963,936000,Malabata,78,2,1,39,moins de 5 ans,normal
1964,1102000,Malabata,58,2,1,29,moins de 5 ans,normal
1965,1385000,Moujahidine,94,2,1,47,moins de 5 ans,normal
1966,1188000,Centre,99,2,1,49.5,moins de 5 ans,normal
1967,1104000,Centre,96,2,1,48,moins de 5 ans,normal
1968,936000,Centre,78,2,1,39,moins de 5 ans,normal
1969,948000,Centre,79,2,1,39.5,moins de 5 ans,normal
1970,1200000,Ahlane,100,2,1,50,moins de 5 ans,normal
1971,1188000,Malabata,99,2,1,49.5,moins de 5 ans,normal
1972,1184500,Malabata,103,3,2,34.33333333,moins de 5 ans,normal
1973,1164000,Malabata,97,2,1,48.5,moins de 5 ans,normal
1974,1152000,Tanja Balia,96,2,1,48,moins de 5 ans,normal
1975,960000,Malabata,80,2,1,40,moins de 5 ans,normal
1976,1370000,Centre,115,3,2,38.33333333,moins de 5 ans,normal
1977,590000,Tanja Balia,66,2,1,33,moins de 5 ans,normal
1978,3246000,Centre,197,3,2,65.66666667,construction neuve,Luxe
1979,570000,Ahlane,65,2,1,32.5,plus de 5 ans,simple
1980,580000,Moujahidine,61,2,1,30.5,moins de 5 ans,normal
1981,1650000,Malabata,80,2,1,40,construction neuve,Luxe
1982,2000000,Centre,150,3,2,50,construction neuve,Luxe
1983,500000,Tanja Balia,56,2,1,28,plus de 5 ans,simple
1984,1176000,Tanja Balia,98,2,1,49,moins de 5 ans,normal
1985,1173000,Tanja Balia,102,3,2,34,moins de 5 ans,normal
1986,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
1987,1242000,Tanja Balia,108,3,2,36,moins de 5 ans,normal
1988,984000,Tanja Balia,82,2,1,41,moins de 5 ans,normal
1989,1440000,Malabata,120,3,2,40,moins de 5 ans,normal
1990,828000,Tanja Balia,72,2,1,36,moins de 5 ans,normal
1991,1184500,Malabata,103,3,2,34.33333333,moins de 5 ans,normal
1992,960000,Centre,80,2,1,40,moins de 5 ans,normal
1993,2700000,Malabata,105,3,2,35,construction neuve,Luxe
1994,1440000,Ahlane,111,3,2,37,moins de 5 ans,normal
1995,750000,Moujahidine,69,2,1,34.5,moins de 5 ans,normal
1997,1176000,Tanja Balia,98,2,1,49,moins de 5 ans,normal
1998,450000,Malabata,55,2,1,27.5,plus de 5 ans,simple
1999,830000,Centre,72,2,1,36,moins de 5 ans,normal
2000,960000,Tanja Balia,80,2,1,40,moins de 5 ans,normal
2001,1242000,Malabata,108,3,2,36,moins de 5 ans,normal
2002,1184500,Tanja Balia,103,3,2,34.33333333,moins de 5 ans,normal
2003,828000,Tanja Balia,72,2,1,36,moins de 5 ans,normal
2004,1242000,Centre,108,3,2,36,moins de 5 ans,normal
2005,630000,Moujahidine,61,2,1,30.5,moins de 5 ans,normal
2006,970000,Tanja Balia,81,2,1,40.5,moins de 5 ans,normal
2007,1300000,Malabata,108,3,2,36,moins de 5 ans,normal
2008,1270000,Centre,106,3,2,35.33333333,moins de 5 ans,normal
2009,940000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
2010,940000,Malabata,79,2,1,39.5,moins de 5 ans,normal
2011,450000,Malabata,53,2,1,26.5,plus de 5 ans,simple
2012,1160000,Centre,97,2,1,48.5,moins de 5 ans,normal
2013,3500000,Malabata,135,3,2,45,construction neuve,Luxe
2014,1989000,Drissia,153,3,2,51,construction neuve,Luxe
2015,550000,Val Fleuri,57,2,1,28.5,plus de 5 ans,simple
2016,2700000,Centre,140,3,2,46.66666667,construction neuve,Luxe
2017,2000000,Centre,104,3,2,34.66666667,construction neuve,Luxe
2018,1200000,Centre,123,3,2,41,moins de 5 ans,normal
2019,1500000,Marchane,92,2,1,46,construction neuve,Luxe
2020,1500000,Moujahidine,130,3,2,43.33333333,construction neuve,Luxe
2021,1320000,Centre,95,2,1,47.5,moins de 5 ans,normal
2023,1650000,Centre,108,3,2,36,construction neuve,Luxe
2024,1000000,Ahlane,95,2,1,47.5,moins de 5 ans,normal
2025,450000,Centre,56,2,1,28,plus de 5 ans,simple
2026,450000,Malabata,54,2,1,27,plus de 5 ans,simple
2027,960000,Tanja Balia,80,2,1,40,moins de 5 ans,normal
2028,950000,Malabata,79,2,1,39.5,moins de 5 ans,normal
2029,2000000,Centre,135,3,2,45,construction neuve,Luxe
2030,1200000,Mesnana,94,2,1,47,moins de 5 ans,normal
2031,450000,Centre,55,2,1,27.5,plus de 5 ans,simple
2032,970000,Centre,81,2,1,40.5,moins de 5 ans,normal
2033,450000,Centre,55,2,1,27.5,plus de 5 ans,simple
2034,1850000,Centre,106,3,2,35.33333333,construction neuve,Luxe
2035,1350000,Centre,114,3,2,38,moins de 5 ans,normal
2036,1550000,Malabata,81,2,1,40.5,construction neuve,Luxe
2037,450000,Malabata,54,2,1,27,plus de 5 ans,simple
2038,1160000,Tanja Balia,97,2,1,48.5,moins de 5 ans,normal
2039,940000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
2040,1152000,Centre,96,2,1,48,moins de 5 ans,normal
2041,924000,Centre,77,2,1,38.5,moins de 5 ans,normal
2042,1260000,Malabata,105,3,2,35,moins de 5 ans,normal
2043,1152000,Malabata,96,2,1,48,moins de 5 ans,normal
2044,936000,Centre,78,2,1,39,moins de 5 ans,normal
2045,500000,Tanja Balia,56,2,1,28,plus de 5 ans,simple
2046,450000,Malabata,55,2,1,27.5,plus de 5 ans,simple
2047,594000,Tanja Balia,66,2,1,33,moins de 5 ans,normal
2048,1350000,Centre,70,2,1,35,moins de 5 ans,normal
2049,1350000,Centre,70,2,1,35,moins de 5 ans,normal
2050,1152000,Malabata,96,2,1,48,moins de 5 ans,normal
2051,936000,Malabata,78,2,1,39,moins de 5 ans,normal
2052,1880000,Malabata,99,2,1,49.5,construction neuve,Luxe
2053,1200000,Malabata,69,2,1,34.5,moins de 5 ans,normal
2054,3600000,M'Nar,130,3,2,43.33333333,construction neuve,Luxe
2055,1300000,Centre,66,2,1,33,moins de 5 ans,normal
2056,1200000,Val Fleuri,89,2,1,44.5,moins de 5 ans,normal
2057,972000,Malabata,81,2,1,40.5,moins de 5 ans,normal
2058,936000,Malabata,78,2,1,39,moins de 5 ans,normal
2059,1152000,Malabata,96,2,1,48,moins de 5 ans,normal
2060,960000,Val Fleuri,96,2,1,48,moins de 5 ans,normal
2061,936000,Centre,78,2,1,39,moins de 5 ans,normal
2062,310000,Mghogha,50,2,1,25,plus de 5 ans,simple
2063,1650000,Tanja Balia,123,3,2,41,construction neuve,Luxe
2064,1350000,Malabata,67,2,1,33.5,moins de 5 ans,normal
2065,2050000,Centre,135,3,2,45,construction neuve,Luxe
2066,2100000,Centre,160,3,2,53.33333333,construction neuve,Luxe
2067,1152000,Tanja Balia,96,2,1,48,moins de 5 ans,normal
2068,936000,Centre,78,2,1,39,moins de 5 ans,normal
2070,400000,Mesnana,60,2,1,30,plus de 5 ans,simple
2071,1500000,M'Nar,125,3,2,41.66666667,construction neuve,Luxe
2072,1320000,Tanja Balia,110,3,2,36.66666667,moins de 5 ans,normal
2073,850000,Mesnana,100,2,1,50,moins de 5 ans,normal
2074,1200000,Mesnana,120,3,2,40,moins de 5 ans,normal
2075,900000,Malabata,73,2,1,36.5,moins de 5 ans,normal
2076,3500000,Centre,126,3,2,42,construction neuve,Luxe
2078,2700000,Marchane,234,3,2,78,construction neuve,Luxe
2079,1520000,Malabata,76,2,1,38,construction neuve,Luxe
2080,1350000,Malabata,68,2,1,34,moins de 5 ans,normal
2081,3200000,Achakar,174,3,2,58,construction neuve,Luxe
2082,1650000,Malabata,102,3,2,34,construction neuve,Luxe
2083,1500000,Centre,58,2,1,29,construction neuve,Luxe
2084,1200000,Centre,62,2,1,31,moins de 5 ans,normal
2085,1800000,Centre,90,2,1,45,construction neuve,Luxe
2086,1854000,Charf,103,3,2,34.33333333,construction neuve,Luxe
2087,1550000,Centre,119,3,2,39.66666667,construction neuve,Luxe
2088,936000,Tanja Balia,78,2,1,39,moins de 5 ans,normal
2089,450000,Tanja Balia,55,2,1,27.5,plus de 5 ans,simple
2090,450000,Tanja Balia,56,2,1,28,plus de 5 ans,simple
2091,960000,Moujahidine,115,3,2,38.33333333,moins de 5 ans,normal
2092,3500000,Achakar,173,3,2,57.66666667,construction neuve,Luxe
2093,1970000,Iberie,122,3,2,40.66666667,construction neuve,Luxe
2094,335000,Achakar,50,2,1,25,plus de 5 ans,simple
2095,1200000,Tanja Balia,100,2,1,50,moins de 5 ans,normal
2096,450000,Tanja Balia,56,2,1,28,plus de 5 ans,simple
2097,450000,Tanja Balia,56,2,1,28,plus de 5 ans,simple
2098,2500000,Malabata,137,3,2,45.66666667,construction neuve,Luxe
2099,475000,Mesnana,53,2,1,26.5,plus de 5 ans,simple
2100,1550000,M'Nar,86,2,1,43,construction neuve,Luxe
2101,450000,Tanja Balia,65,2,1,32.5,plus de 5 ans,simple
2102,2060000,M'Nar,95,2,1,47.5,construction neuve,Luxe
2103,858000,Tanja Balia,78,2,1,39,moins de 5 ans,normal
2104,1750000,Iberie,117,3,2,39,construction neuve,Luxe
2105,2200000,Centre,205,3,2,68.33333333,construction neuve,Luxe
2106,550000,Mesnana,65,2,1,32.5,plus de 5 ans,simple
2107,290000,Iberie,60,2,1,30,plus de 5 ans,simple
2108,1144000,Malabata,104,3,2,34.66666667,moins de 5 ans,normal
2109,2300000,Marchane,140,3,2,46.66666667,construction neuve,Luxe
2110,660000,Mesnana,60,2,1,30,moins de 5 ans,normal
2111,2250000,Iberie,96,2,1,48,construction neuve,Luxe
2112,1700000,Malabata,63,2,1,31.5,construction neuve,Luxe
2113,950000,Tanja Balia,76,2,1,38,moins de 5 ans,normal
2114,1460000,Malabata,91,2,1,45.5,construction neuve,Luxe
2115,880000,Tanja Balia,80,2,1,40,moins de 5 ans,normal
2116,1350000,Castilla,151,3,2,50.33333333,moins de 5 ans,normal
2117,1200000,Centre,93,2,1,46.5,moins de 5 ans,normal
2118,1056000,Centre,96,2,1,48,moins de 5 ans,normal
2119,450000,Tanja Balia,55,2,1,27.5,plus de 5 ans,simple
2120,858000,Centre,78,2,1,39,moins de 5 ans,normal
2121,1200000,Centre,100,2,1,50,moins de 5 ans,normal
2122,1200000,Tanja Balia,100,2,1,50,moins de 5 ans,normal
2123,740000,Mesnana,80,2,1,40,moins de 5 ans,normal
2124,1700000,Centre,124,3,2,41.33333333,construction neuve,Luxe
2125,858000,Tanja Balia,78,2,1,39,moins de 5 ans,normal
2126,578000,Tanja Balia,68,2,1,34,moins de 5 ans,normal
2127,561000,Tanja Balia,66,2,1,33,plus de 5 ans,simple
2128,936000,Centre,78,2,1,39,moins de 5 ans,normal
2129,1150000,Ahlane,133,3,2,44.33333333,moins de 5 ans,normal
2131,2000000,Castilla,152,3,2,50.66666667,construction neuve,Luxe
2132,1430000,Centre,110,3,2,36.66666667,moins de 5 ans,normal
2133,780000,Centre,71,2,1,35.5,moins de 5 ans,normal
2134,700000,Centre,55,2,1,27.5,moins de 5 ans,normal
2135,2200000,Castilla,205,3,2,68.33333333,construction neuve,Luxe
2136,1150000,Achakar,120,3,2,40,moins de 5 ans,normal
2137,730000,Mesnana,84,2,1,42,moins de 5 ans,normal
2138,1200000,Mesnana,94,2,1,47,moins de 5 ans,normal
2139,3000000,Centre,146,3,2,48.66666667,construction neuve,Luxe
2140,2000000,Tanja Balia,96,2,1,48,construction neuve,Luxe
2141,1500000,Centre,135,3,2,45,construction neuve,Luxe
2142,1050000,Centre,96,2,1,48,moins de 5 ans,normal
2143,858000,Centre,78,2,1,39,moins de 5 ans,normal
2145,891000,Centre,81,2,1,40.5,moins de 5 ans,normal
2146,858000,Centre,78,2,1,39,moins de 5 ans,normal
2147,242000,Mghogha,52,2,1,26,plus de 5 ans,simple
2148,810000,Centre,81,2,1,40.5,moins de 5 ans,normal
2149,960000,Centre,96,2,1,48,moins de 5 ans,normal
2150,500000,Branes 1,50,2,1,25,plus de 5 ans,simple
2151,3000000,Jbel Kbir,150,3,2,50,construction neuve,Luxe
2152,1300000,Centre,115,3,2,38.33333333,moins de 5 ans,normal
2154,1180000,Centre,118,3,2,39.33333333,moins de 5 ans,normal
2155,1040000,Centre,104,3,2,34.66666667,moins de 5 ans,normal
2156,960000,Centre,96,2,1,48,moins de 5 ans,normal
2157,810000,Centre,81,2,1,40.5,moins de 5 ans,normal
2158,780000,Centre,78,2,1,39,moins de 5 ans,normal
2159,750000,Centre,75,2,1,37.5,moins de 5 ans,normal
2160,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
2161,1040000,Tanja Balia,104,3,2,34.66666667,moins de 5 ans,normal
2162,960000,Tanja Balia,96,2,1,48,moins de 5 ans,normal
2163,780000,Tanja Balia,78,2,1,39,moins de 5 ans,normal
2164,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
2165,1040000,Centre,104,3,2,34.66666667,moins de 5 ans,normal
2166,960000,Centre,96,2,1,48,moins de 5 ans,normal
2167,750000,Centre,75,2,1,37.5,moins de 5 ans,normal
2168,810000,Centre,81,2,1,40.5,moins de 5 ans,normal
2169,780000,Centre,78,2,1,39,moins de 5 ans,normal
2170,960000,Centre,96,2,1,48,moins de 5 ans,normal
2171,780000,Centre,78,2,1,39,moins de 5 ans,normal
2172,750000,Centre,75,2,1,37.5,moins de 5 ans,normal
2173,550000,Moujahidine,57,2,1,28.5,plus de 5 ans,simple
2174,1250000,Tanja Balia,125,3,2,41.66666667,moins de 5 ans,normal
2175,960000,Tanja Balia,96,2,1,48,moins de 5 ans,normal
2176,810000,Tanja Balia,81,2,1,40.5,moins de 5 ans,normal
2177,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
2178,1410000,Centre,141,3,2,47,moins de 5 ans,normal
2179,1250000,Centre,125,3,2,41.66666667,moins de 5 ans,normal
2180,1250000,Centre,125,3,2,41.66666667,moins de 5 ans,normal
2181,960000,Tanja Balia,96,2,1,48,moins de 5 ans,normal
2182,810000,Tanja Balia,81,2,1,40.5,moins de 5 ans,normal
2183,2900000,Marchane,175,3,2,58.33333333,construction neuve,Luxe
2185,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
2186,790000,Centre,79,2,1,39.5,moins de 5 ans,normal
