Type de bien,Price,Address,Surface,Nombre de chambres,Nombre de toilettes
Appartement,1000000.0,Ahlane,95,2.0,1.0
Appartement,450000.0,Centre,56,2.0,1.0
Appartement,450000.0,Malabata,54,2.0,1.0
Appartement,960000.0,Tanja Balia,80,2.0,2.0
Appartement,950000.0,Malabata,79,2.0,2.0
Appartement,2000000.0,Centre,135,3.0,2.0
Appartement,1200000.0,Mesnana,94,2.0,2.0
Appartement,450000.0,Centre,55,2.0,1.0
Appartement,970000.0,Centre,81,2.0,2.0
Appartement,450000.0,Centre,55,2.0,1.0
Appartement,1850000.0,Centre,106,3.0,2.0
Appartement,1350000.0,Centre,114,3.0,2.0
Appartement,1550000.0,Malabata,81,1.0,1.0
Appartement,450000.0,Malabata,54,2.0,1.0
Appartement,1160000.0,Tanja Balia,97,3.0,2.0
Appartement,940000.0,Tanja Balia,79,2.0,2.0
Appartement,1152000.0,Centre,96,3.0,2.0
Appartement,924000.0,Centre,77,2.0,2.0
Appartement,1260000.0,Malabata,105,3.0,2.0
Appartement,1152000.0,Malabata,96,3.0,2.0
Appartement,936000.0,Centre,78,2.0,2.0
Appartement,500000.0,Tanja Balia,56,2.0,1.0
Appartement,450000.0,Malabata,55,2.0,1.0
Appartement,594000.0,Tanja Balia,66,2.0,1.0
Appartement,1350000.0,Centre,70,1.0,1.0
Appartement,1350000.0,Centre,70,1.0,1.0
Appartement,1152000.0,Malabata,96,3.0,2.0
Appartement,936000.0,Malabata,78,2.0,2.0
Appartement,1880000.0,Malabata,99,3.0,2.0
Appartement,1200000.0,Malabata,69,1.0,1.0
Appartement,3600000.0,M'Nar,130,2.0,2.0
Appartement,1300000.0,Centre,66,1.0,1.0
Appartement,1200000.0,Val Fleuri,89,2.0,1.0
Appartement,972000.0,Malabata,81,2.0,2.0
Appartement,936000.0,Malabata,78,2.0,2.0
Appartement,1152000.0,Malabata,96,3.0,2.0
Appartement,960000.0,Val Fleuri,96,2.0,2.0
Appartement,936000.0,Centre,78,2.0,2.0
Appartement,310000.0,Mghogha,50,2.0,2.0
Appartement,1650000.0,Tanja Balia,123,3.0,2.0
Appartement,1350000.0,Malabata,67,2.0,1.0
Appartement,2050000.0,Centre,135,3.0,2.0
Appartement,2100000.0,Centre,160,3.0,2.0
Appartement,1152000.0,Tanja Balia,96,3.0,2.0
Appartement,936000.0,Centre,78,2.0,2.0
Appartement,400000.0,Mesnana,60,2.0,1.0
Appartement,1500000.0,M'Nar,125,3.0,2.0
Appartement,1320000.0,Tanja Balia,110,3.0,2.0
Appartement,850000.0,Mesnana,100,3.0,2.0
Appartement,1200000.0,Mesnana,120,3.0,2.0
Appartement,900000.0,Malabata,73,1.0,1.0
Appartement,3500000.0,Centre,126,3.0,2.0
Appartement,1520000.0,Malabata,76,2.0,2.0
Appartement,1350000.0,Malabata,68,2.0,2.0
Appartement,3200000.0,Achakar,174,2.0,2.0
Appartement,1650000.0,Malabata,102,3.0,2.0
Appartement,1500000.0,Centre,58,1.0,1.0
Appartement,1200000.0,Centre,62,2.0,1.0
Appartement,1800000.0,Centre,90,2.0,1.0
Appartement,1854000.0,Charf,103,3.0,2.0
Appartement,1550000.0,Centre,119,3.0,1.0
Appartement,936000.0,Tanja Balia,78,2.0,2.0
Appartement,450000.0,Tanja Balia,55,2.0,1.0
Appartement,450000.0,Tanja Balia,56,2.0,1.0
Appartement,960000.0,Moujahidine,115,2.0,2.0
Appartement,3500000.0,Achakar,173,2.0,2.0
Appartement,1970000.0,Iberie,122,3.0,1.0
Appartement,335000.0,Achakar,50,2.0,1.0
Appartement,1200000.0,Tanja Balia,100,3.0,2.0
Appartement,450000.0,Tanja Balia,56,2.0,1.0
Appartement,450000.0,Tanja Balia,56,2.0,1.0
Appartement,2500000.0,Malabata,137,2.0,2.0
Appartement,475000.0,Mesnana,53,2.0,1.0
Appartement,450000.0,Tanja Balia,65,2.0,1.0
Appartement,2060000.0,M'Nar,95,2.0,1.0
Appartement,858000.0,Tanja Balia,78,2.0,2.0
Appartement,1750000.0,Iberie,117,3.0,2.0
Appartement,2200000.0,Centre,205,4.0,2.0
Appartement,550000.0,Mesnana,65,2.0,1.0
Appartement,290000.0,Iberie,60,2.0,1.0
Appartement,1144000.0,Malabata,104,3.0,2.0
Appartement,2300000.0,Marchane,140,3.0,3.0
Appartement,660000.0,Mesnana,60,2.0,1.0
Appartement,2250000.0,Iberie,96,2.0,2.0
Appartement,1700000.0,Malabata,63,1.0,1.0
Appartement,950000.0,Tanja Balia,76,2.0,1.0
Appartement,1460000.0,Malabata,91,2.0,1.0
Appartement,880000.0,Tanja Balia,80,2.0,2.0
Appartement,1350000.0,Castilla,151,3.0,1.0
Appartement,1200000.0,Centre,93,2.0,1.0
Appartement,1056000.0,Centre,96,3.0,2.0
Appartement,450000.0,Tanja Balia,55,2.0,1.0
Appartement,858000.0,Centre,78,2.0,2.0
Appartement,1200000.0,Centre,100,3.0,2.0
Appartement,1200000.0,Tanja Balia,100,3.0,2.0
Appartement,740000.0,Mesnana,80,1.0,2.0
Appartement,1700000.0,Centre,124,3.0,2.0
Appartement,858000.0,Tanja Balia,78,2.0,2.0
Appartement,578000.0,Tanja Balia,68,2.0,1.0
Appartement,561000.0,Tanja Balia,66,2.0,1.0
Appartement,936000.0,Centre,78,2.0,2.0
Appartement,1150000.0,Ahlane,133,3.0,2.0
Appartement,1200000.0,Casabarata,42,3.0,2.0
Appartement,2000000.0,Castilla,152,3.0,2.0
Appartement,1430000.0,Centre,110,2.0,2.0
Appartement,780000.0,Centre,71,2.0,1.0
Appartement,700000.0,Centre,55,1.0,1.0
Appartement,2200000.0,Castilla,205,4.0,2.0
Appartement,1150000.0,Achakar,120,3.0,1.0
Appartement,730000.0,Mesnana,84,3.0,1.0
Appartement,1200000.0,Mesnana,94,3.0,2.0
Appartement,3000000.0,Centre,146,3.0,3.0
Appartement,1500000.0,Centre,135,3.0,2.0
Appartement,1050000.0,Centre,96,3.0,2.0
Appartement,858000.0,Centre,78,2.0,2.0
Appartement,200000.0,Centre,45,1.0,1.0
Appartement,891000.0,Centre,81,2.0,2.0
Appartement,858000.0,Centre,78,2.0,2.0
Appartement,242000.0,Mghogha,52,2.0,1.0
Appartement,810000.0,Centre,81,2.0,2.0
Appartement,960000.0,Centre,96,3.0,2.0
Appartement,500000.0,Branes 1,50,2.0,2.0
Appartement,3000000.0,Jbel Kbir,150,3.0,2.0
Appartement,1300000.0,Centre,115,2.0,2.0
Appartement,1180000.0,Centre,118,3.0,2.0
Appartement,1040000.0,Centre,104,3.0,2.0
Appartement,960000.0,Centre,96,3.0,2.0
Appartement,810000.0,Centre,81,2.0,2.0
Appartement,780000.0,Centre,78,2.0,2.0
Appartement,750000.0,Centre,75,2.0,2.0
Appartement,450000.0,Tanja Balia,54,2.0,1.0
Appartement,1040000.0,Tanja Balia,104,3.0,2.0
Appartement,960000.0,Tanja Balia,96,3.0,2.0
Appartement,780000.0,Tanja Balia,78,2.0,2.0
Appartement,750000.0,Tanja Balia,75,2.0,2.0
Appartement,1040000.0,Centre,104,3.0,2.0
Appartement,960000.0,Centre,96,3.0,2.0
Appartement,750000.0,Centre,75,2.0,2.0
Appartement,810000.0,Centre,81,2.0,2.0
Appartement,780000.0,Centre,78,2.0,2.0
Appartement,960000.0,Centre,96,3.0,2.0
Appartement,780000.0,Centre,78,2.0,2.0
Appartement,750000.0,Centre,75,2.0,2.0
Appartement,550000.0,Moujahidine,57,2.0,1.0
Appartement,1250000.0,Tanja Balia,125,3.0,2.0
Appartement,960000.0,Tanja Balia,96,3.0,2.0
Appartement,810000.0,Tanja Balia,81,2.0,2.0
Appartement,790000.0,Tanja Balia,79,2.0,2.0
Appartement,1410000.0,Centre,141,3.0,2.0
Appartement,1250000.0,Centre,125,3.0,2.0
Appartement,1250000.0,Centre,125,3.0,2.0
Appartement,960000.0,Tanja Balia,96,3.0,2.0
Appartement,810000.0,Tanja Balia,81,2.0,2.0
Appartement,2900000.0,Marchane,175,4.0,3.0
Appartement,200000.0,Mghogha,48,2.0,1.0
Appartement,450000.0,Tanja Balia,54,2.0,1.0
Appartement,790000.0,Centre,79,2.0,2.0
Appartement,960000.0,Centre,96,2.0,2.0
Appartement,810000.0,Centre,81,2.0,2.0
Appartement,810000.0,Tanja Balia,81,2.0,2.0
Appartement,1190000.0,Castilla,119,2.0,2.0
Appartement,3200000.0,Iberie,191,3.0,2.0
Appartement,3840000.0,Iberie,192,3.0,2.0
Appartement,2450000.0,Centre,175,3.0,2.0
Appartement,690000.0,Moujahidine,56,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,2.0
Appartement,450000.0,Tanja Balia,54,2.0,1.0
Appartement,1124000.0,Centre,105,1.0,1.0
Appartement,1730000.0,Centre,147,3.0,1.0
Appartement,750000.0,Tanja Balia,75,2.0,2.0
Appartement,750000.0,Centre,75,2.0,2.0
Appartement,810000.0,Centre,81,2.0,2.0
Appartement,960000.0,Centre,96,3.0,2.0
Appartement,790000.0,Centre,79,2.0,2.0
Appartement,750000.0,Tanja Balia,75,2.0,2.0
Appartement,810000.0,Centre,81,2.0,2.0
Appartement,1100000.0,Castilla,81,2.0,1.0
Appartement,1750000.0,Malabata,85,1.0,1.0
Appartement,750000.0,Tanja Balia,75,2.0,2.0
Appartement,810000.0,Tanja Balia,81,2.0,2.0
Appartement,790000.0,Tanja Balia,79,2.0,2.0
Appartement,3500000.0,Iberie,205,3.0,2.0
Appartement,3300000.0,Malabata,149,3.0,2.0
Appartement,750000.0,Tanja Balia,75,2.0,2.0
Appartement,870000.0,Ahlane,85,3.0,2.0
Appartement,750000.0,Centre,75,2.0,2.0
Appartement,450000.0,Tanja Balia,54,2.0,1.0
Appartement,750000.0,Centre,75,2.0,2.0
Appartement,790000.0,Centre,79,2.0,2.0
Appartement,750000.0,Centre,75,2.0,2.0
Appartement,3500000.0,Jirrari,126,4.0,3.0
Appartement,1550000.0,Branes 1,108,2.0,2.0
Appartement,1250000.0,Castilla,93,2.0,2.0
Appartement,790000.0,Tanja Balia,79,2.0,2.0
Appartement,750000.0,Tanja Balia,75,2.0,2.0
Appartement,960000.0,Tanja Balia,96,3.0,2.0
Appartement,594000.0,Tanja Balia,66,2.0,1.0
Appartement,790000.0,Tanja Balia,79,2.0,2.0
Appartement,750000.0,Tanja Balia,75,2.0,2.0
Appartement,750000.0,Tanja Balia,75,2.0,2.0
Appartement,750000.0,Tanja Balia,75,2.0,2.0
Appartement,960000.0,Tanja Balia,96,3.0,2.0
Appartement,830000.0,Tanja Balia,83,2.0,2.0
Appartement,750000.0,Tanja Balia,75,2.0,2.0
Appartement,790000.0,Tanja Balia,79,2.0,2.0
Appartement,500000.0,Tanja Balia,54,2.0,1.0
Appartement,450000.0,Tanja Balia,54,2.0,1.0
Appartement,750000.0,Tanja Balia,75,2.0,2.0
Appartement,1290000.0,Malabata,96,3.0,2.0
Appartement,450000.0,Mesnana,55,2.0,1.0
Appartement,350000.0,Mesnana,65,1.0,1.0
Appartement,550000.0,Centre,54,2.0,2.0
Appartement,3180000.0,Iberie,204,3.0,3.0
Appartement,850000.0,Centre,89,3.0,2.0
Appartement,820000.0,Tanja Balia,82,2.0,2.0
Appartement,790000.0,Tanja Balia,79,2.0,2.0
Appartement,750000.0,Tanja Balia,75,2.0,2.0
Appartement,900000.0,Mesnana,92,3.0,2.0
Appartement,1230000.0,Centre,95,3.0,2.0
Appartement,1700000.0,Centre,130,3.0,2.0
Appartement,1300000.0,Achakar,100,2.0,1.0
Appartement,1300000.0,Centre,105,2.0,2.0
Appartement,450000.0,Mesnana,61,1.0,1.0
Appartement,1150000.0,Malabata,59,3.0,1.0
Appartement,450000.0,Moujahidine,64,2.0,1.0
Appartement,770000.0,Ahlane,84,3.0,1.0
Appartement,1200000.0,Centre,93,2.0,1.0
Appartement,960000.0,Tanja Balia,96,3.0,2.0
Appartement,800000.0,Ahlane,79,2.0,1.0
Appartement,720000.0,Ahlane,80,3.0,1.0
Appartement,720000.0,Centre,81,2.0,1.0
Appartement,1200000.0,Moujahidine,109,3.0,2.0
Appartement,1150000.0,Achakar,84,2.0,1.0
Appartement,2200000.0,Centre,162,4.0,2.0
Appartement,750000.0,Benkirane,130,2.0,1.0
Appartement,1730000.0,Centre,104,2.0,2.0
Appartement,760000.0,Centre,73,2.0,1.0
Appartement,780000.0,Centre,79,2.0,1.0
Appartement,850000.0,Mesnana,69,2.0,2.0
Appartement,550000.0,Moujahidine,90,3.0,1.0
Appartement,800000.0,Centre,86,2.0,1.0
Appartement,760000.0,Centre,92,3.0,1.0
Appartement,2350000.0,Iberie,147,3.0,3.0
Appartement,2770000.0,Malabata,149,3.0,2.0
Appartement,950000.0,Branes 2,101,2.0,2.0
Appartement,550000.0,Mghogha,57,2.0,1.0
Appartement,1200000.0,Mesnana,94,2.0,2.0
Appartement,900000.0,Val Fleuri,93,3.0,1.0
Appartement,1550000.0,Centre,128,3.0,1.0
Appartement,1200000.0,Centre,93,2.0,1.0
Appartement,4000000.0,Centre,130,2.0,2.0
Appartement,1447000.0,Val Fleuri,160,3.0,2.0
Appartement,1267500.0,Mesnana,115,3.0,3.0
Appartement,860000.0,Centre,52,1.0,1.0
Appartement,1800000.0,Centre,184,3.0,2.0
Appartement,260000.0,Mghogha,51,2.0,1.0
Appartement,700000.0,Ahlane,91,2.0,1.0
Appartement,339000.0,Achakar,50,2.0,1.0
Appartement,800000.0,Val Fleuri,84,2.0,2.0
Appartement,830000.0,Ahlane,72,2.0,1.0
Appartement,680000.0,Ahlane,88,2.0,2.0
Appartement,2200000.0,Tanja Balia,120,2.0,2.0
Appartement,900000.0,Moujahidine,44,1.0,1.0
Appartement,840000.0,Marchane,80,2.0,1.0
Appartement,1180000.0,Centre,101,3.0,1.0
Appartement,4000000.0,Malabata,160,3.0,2.0
Appartement,1700000.0,Iberie,92,2.0,1.0
Appartement,590000.0,Centre,70,1.0,1.0
Appartement,860000.0,Mesnana,80,3.0,1.0
Appartement,450000.0,Mesnana,50,2.0,1.0
Appartement,1150000.0,Centre,78,2.0,1.0
Appartement,1850000.0,Centre,94,2.0,2.0
Appartement,1800000.0,Centre,101,2.0,2.0
Appartement,1350000.0,Moujahidine,135,3.0,2.0
Appartement,1800000.0,Centre,110,2.0,1.0
Appartement,550000.0,Mesnana,56,2.0,1.0
Appartement,520000.0,Mesnana,67,2.0,1.0
Appartement,449900.0,Moujahidine,70,2.0,1.0
Appartement,1250000.0,Centre,95,3.0,1.0
Appartement,800000.0,Mesnana,50,4.0,3.0
Appartement,900000.0,Branes 2,108,2.0,1.0
Appartement,590000.0,Centre,74,2.0,1.0
Appartement,320000.0,Tanja Balia,48,2.0,1.0
Appartement,900000.0,Centre,80,2.0,1.0
Appartement,720000.0,Ahlane,90,3.0,1.0
Appartement,500000.0,Branes 2,60,1.0,2.0
Appartement,1650000.0,Centre,156,3.0,2.0
Appartement,790000.0,Tanja Balia,79,2.0,1.0
Appartement,1840000.0,Centre,153,3.0,2.0
Appartement,3200000.0,Iberie,207,4.0,2.0
Appartement,520000.0,Centre,80,2.0,1.0
Appartement,520000.0,Centre,80,2.0,1.0
Appartement,800000.0,Souani,78,2.0,1.0
Appartement,360000.0,Mghogha,55,2.0,1.0
Appartement,720000.0,Ahlane,90,3.0,1.0
Appartement,2450000.0,Marchane,123,3.0,2.0
Appartement,2400000.0,Centre,131,3.0,2.0
Appartement,750000.0,Mesnana,88,3.0,1.0
Appartement,2500000.0,Centre,134,3.0,2.0
Appartement,900000.0,Moujahidine,107,3.0,1.0
Appartement,1250000.0,Centre,103,3.0,2.0
Appartement,1100000.0,Centre,96,3.0,2.0
Appartement,649000.0,Mesnana,82,3.0,1.0
Appartement,500000.0,Moujahidine,50,2.0,1.0
Appartement,850000.0,Tanja Balia,108,3.0,2.0
Appartement,590000.0,Centre,70,2.0,1.0
Appartement,594000.0,Mghogha,58,1.0,1.0
Appartement,1500000.0,Ahlane,136,3.0,2.0
Appartement,750000.0,Tanja Balia,73,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,450000.0,Mghogha,47,1.0,1.0
Appartement,2400000.0,Malabata,140,2.0,2.0
Appartement,650000.0,Mesnana,68,2.0,1.0
Appartement,850000.0,Mesnana,80,3.0,2.0
Appartement,1700000.0,Malabata,120,2.0,2.0
Appartement,380000.0,Achakar,60,2.0,2.0
Appartement,600000.0,Benkirane,78,3.0,1.0
Appartement,1750000.0,Iberie,117,3.0,2.0
Appartement,700000.0,Centre,80,1.0,2.0
Appartement,610000.0,Jbel Kbir,73,2.0,1.0
Appartement,450000.0,Mesnana,60,2.0,1.0
Appartement,1900000.0,Malabata,135,3.0,2.0
Appartement,950000.0,Branes 2,88,2.0,1.0
Appartement,900000.0,Castilla,103,2.0,2.0
Appartement,2400000.0,Marchane,137,3.0,2.0
Appartement,700000.0,Ahlane,95,3.0,1.0
Appartement,780000.0,Branes 1,92,2.0,1.0
Appartement,700000.0,Branes 2,89,3.0,1.0
Appartement,700000.0,Branes 2,89,3.0,1.0
Appartement,900000.0,Moujahidine,107,3.0,1.0
Appartement,1350000.0,Castilla,112,2.0,1.0
Appartement,1200000.0,Moujahidine,120,2.0,2.0
Appartement,410000.0,Mesnana,60,2.0,1.0
Appartement,1089000.0,Tanja Balia,99,3.0,2.0
Appartement,1300000.0,Tanja Balia,120,3.0,2.0
Appartement,570000.0,Tanja Balia,73,2.0,1.0
Appartement,620000.0,Moujahidine,65,2.0,1.0
Appartement,1450000.0,Centre,95,2.0,1.0
Appartement,430000.0,Tanja Balia,60,2.0,1.0
Appartement,670000.0,Tanja Balia,67,2.0,1.0
Appartement,570000.0,Tanja Balia,73,2.0,1.0
Appartement,570000.0,Tanja Balia,73,2.0,1.0
Appartement,750000.0,Tanja Balia,68,2.0,1.0
Appartement,570000.0,Tanja Balia,73,2.0,2.0
Appartement,570000.0,Tanja Balia,73,2.0,1.0
Appartement,1800000.0,Centre,156,3.0,2.0
Appartement,1450000.0,Centre,140,3.0,2.0
Appartement,320000.0,Tanja Balia,49,2.0,1.0
Appartement,2100000.0,Centre,120,3.0,2.0
Appartement,550000.0,Branes 1,55,2.0,2.0
Appartement,1880000.0,Centre,96,2.0,2.0
Appartement,1400000.0,Centre,123,2.0,3.0
Appartement,1800000.0,Branes 1,197,3.0,2.0
Appartement,380000.0,Moujahidine,55,2.0,1.0
Appartement,1300000.0,Mesnana,134,3.0,2.0
Appartement,650000.0,Mghogha,79,3.0,1.0
Appartement,1300000.0,Msala,144,3.0,2.0
Appartement,820000.0,Ahlane,79,2.0,1.0
Appartement,2560000.0,Iberie,128,3.0,2.0
Appartement,350000.0,Centre,60,2.0,1.0
Appartement,700000.0,Ahlane,70,2.0,1.0
Appartement,2500000.0,Iberie,198,4.0,2.0
Appartement,590000.0,Branes 1,96,3.0,1.0
Appartement,1960000.0,Centre,140,3.0,1.0
Appartement,2150000.0,Centre,155,3.0,2.0
Appartement,1300000.0,Centre,96,2.0,1.0
Appartement,1800000.0,Centre,158,3.0,2.0
Appartement,950000.0,Malabata,62,2.0,1.0
Appartement,440000.0,Achakar,50,2.0,1.0
Appartement,2215000.0,Iberie,123,3.0,2.0
Appartement,3000000.0,Achakar,174,2.0,2.0
Appartement,1900000.0,Achakar,167,3.0,2.0
